word,lemma,lemma1,mor,mor2,inCDI,aoa,category,lexical_class
iced,ice,ice,n,NA,TRUE,23,food_drink,nouns
iced,ice,ice,part,NA,TRUE,23,food_drink,nouns
iced,ice,ice,v,NA,TRUE,23,food_drink,nouns
iced,ice,ice,adj,NA,TRUE,23,food_drink,nouns
important,important,important,adj,NA,FALSE,NA,NA,NA
jacket,jacket,jacket,n,NA,TRUE,24,clothing,nouns
kangaroos,kangaroo,kangaroo,n,NA,FALSE,NA,NA,NA
kitty,kitty,kitty,n,NA,TRUE,17,animals,nouns
land,land,land,n,NA,FALSE,NA,NA,NA
land,land,land,part,NA,FALSE,NA,NA,NA
land,land,land,v,NA,FALSE,NA,NA,NA
matches,match,match,n,NA,FALSE,NA,NA,NA
matches,match,match,v,NA,FALSE,NA,NA,NA
matches,match,match,part,NA,FALSE,NA,NA,NA
matching,match,match,n,NA,FALSE,NA,NA,NA
matching,match,match,v,NA,FALSE,NA,NA,NA
matching,match,match,part,NA,FALSE,NA,NA,NA
matching,matching,NA,NA,NA,FALSE,NA,NA,NA
moose,moose,moose,n,NA,TRUE,29,animals,nouns
music,music,music,n,NA,FALSE,NA,NA,NA
paste,paste,paste,n,NA,FALSE,NA,NA,NA
peas,peas,pea,n,NA,TRUE,24,food_drink,nouns
pirates,pirate,pirate,n,NA,FALSE,NA,NA,NA
plate,plate,plate,n,NA,TRUE,24,household,nouns
pleases,please,please,co,NA,TRUE,19,games_routines,other
pleases,please,please,v,NA,TRUE,19,games_routines,other
pleases,please,please,adj,NA,TRUE,19,games_routines,other
present,present,present,adj,NA,TRUE,25,toys,nouns
present,present,present,adv,NA,TRUE,25,toys,nouns
present,present,present,n,NA,TRUE,25,toys,nouns
present,present,present,v,NA,TRUE,25,toys,nouns
promised,promise,promise,part,NA,FALSE,NA,NA,NA
promised,promised,NA,NA,NA,FALSE,NA,NA,NA
rabbits,rabbit,rabbit,n,NA,FALSE,NA,NA,NA
rake,rake,rake,v,NA,FALSE,NA,NA,NA
rake,rake,rake,n,NA,FALSE,NA,NA,NA
rake,rake,rake,part,NA,FALSE,NA,NA,NA
rooster,rooster,rooster,n,NA,TRUE,27,animals,nouns
sailor,sailor,sailor,n,NA,FALSE,NA,NA,NA
saw,see,see,v,NA,TRUE,23,action_words,verbs
saw,see,see,co,NA,TRUE,23,action_words,verbs
saw,see,see,part,NA,TRUE,23,action_words,verbs
saw,saw,saw,n,gerund,FALSE,NA,NA,NA
saw,saw,saw,v,NA,FALSE,NA,NA,NA
shampoo,shampoo,shampoo,n,NA,FALSE,NA,NA,NA
sleeping,sleep,sleep,adj,NA,TRUE,23,action_words,verbs
sleeping,sleep,sleep,v,NA,TRUE,23,action_words,verbs
sleeping,sleep,sleep,n,NA,TRUE,23,action_words,verbs
sleeping,sleep,sleep,part,NA,TRUE,23,action_words,verbs
sleeping,sleeping,sleeping,n,prop,FALSE,NA,NA,NA
smell,smell,smell,n,NA,FALSE,NA,NA,NA
smell,smell,smell,adj,NA,FALSE,NA,NA,NA
smell,smell,smell,v,NA,FALSE,NA,NA,NA
smell,smell,smell,part,NA,FALSE,NA,NA,NA
soap,soap,soap,n,NA,TRUE,22,household,nouns
soap,soap,soap,part,NA,TRUE,22,household,nouns
soap,soap,soap,adj,NA,TRUE,22,household,nouns
splashing,splash,splash,part,NA,TRUE,25,action_words,verbs
splashing,splash,splash,n,NA,TRUE,25,action_words,verbs
splashing,splash,splash,v,NA,TRUE,25,action_words,verbs
splashing,splashing,NA,NA,NA,FALSE,NA,NA,NA
sprinkles,sprinkle,sprinkle,n,NA,FALSE,NA,NA,NA
sprinkles,sprinkle,sprinkle,v,NA,FALSE,NA,NA,NA
tail,tail,tail,n,NA,FALSE,NA,NA,NA
tap,tap,tap,n,NA,FALSE,NA,NA,NA
tell,tell,tell,v,NA,FALSE,NA,NA,NA
tell,tell,tell,part,NA,FALSE,NA,NA,NA
tell,tell,tell,sing,NA,FALSE,NA,NA,NA
trunk,trunk,trunk,n,NA,FALSE,NA,NA,NA
upon,upon,upon,prep,NA,FALSE,NA,NA,NA
waving,wave,wave,n,NA,FALSE,NA,NA,NA
waving,wave,wave,part,NA,FALSE,NA,NA,NA
waving,wave,wave,adj,NA,FALSE,NA,NA,NA
waving,wave,wave,v,NA,FALSE,NA,NA,NA
waving,waving,NA,NA,NA,FALSE,NA,NA,NA
wherever,wherever,wherever,adv,int,FALSE,NA,NA,NA
wondering,wonder,wonder,part,NA,FALSE,NA,NA,NA
wondering,wonder,wonder,adj,NA,FALSE,NA,NA,NA
wondering,wonder,wonder,v,NA,FALSE,NA,NA,NA
wondering,wondering,NA,NA,NA,FALSE,NA,NA,NA
henley,henley,henley,n,prop,FALSE,NA,NA,NA
after,after,after,conj,NA,TRUE,29,time_words,other
after,after,after,adv,tem,TRUE,29,time_words,other
after,after,after,prep,NA,TRUE,29,time_words,other
applesauce,applesauce,apple+sauce,n,NA,TRUE,25,food_drink,nouns
bed,bed,bed,n,NA,TRUE,20,furniture_rooms,nouns
bed,bed,bed,adj,NA,TRUE,20,furniture_rooms,nouns
bedroom,bedroom,bed+room,n,NA,TRUE,25,furniture_rooms,nouns
berry,berry,berry,n,NA,FALSE,NA,NA,NA
blueberry,blueberry,blueberry,n,NA,FALSE,NA,NA,NA
broom,broom,broom,n,NA,TRUE,24,household,nouns
carry,carry,carry,part,NA,TRUE,25,action_words,verbs
carry,carry,carry,v,NA,TRUE,25,action_words,verbs
carry,carry,carry,n,NA,TRUE,25,action_words,verbs
chase,chase,chase,n,NA,TRUE,28,action_words,verbs
chase,chase,chase,part,NA,TRUE,28,action_words,verbs
chase,chase,chase,v,NA,TRUE,28,action_words,verbs
chin,chin,chin,n,NA,TRUE,24,body_parts,nouns
closet,closet,closet,n,NA,TRUE,26,furniture_rooms,nouns
cold,cold,cold,n,NA,TRUE,21,descriptive_words,adjectives
cold,cold,cold,adv,NA,TRUE,21,descriptive_words,adjectives
cold,cold,cold,adj,NA,TRUE,21,descriptive_words,adjectives
covered,cover,cover,v,NA,FALSE,NA,NA,NA
covered,cover,cover,part,NA,FALSE,NA,NA,NA
covered,cover,cover,n,NA,FALSE,NA,NA,NA
covered,covered,NA,NA,NA,FALSE,NA,NA,NA
covered,covered ,NA,NA,NA,FALSE,NA,NA,NA
deny,deny,deny,v,NA,FALSE,NA,NA,NA
diddle,diddle,diddle,v,NA,FALSE,NA,NA,NA
diddle,diddle,diddle,sing,NA,FALSE,NA,NA,NA
diddle,diddle,diddle,wplay,NA,FALSE,NA,NA,NA
donut,donut,donut,n,NA,TRUE,26,food_drink,nouns
drawer,drawer,drawer,n,NA,TRUE,27,furniture_rooms,nouns
dump,dump,dump,n,NA,TRUE,29,action_words,verbs
dump,dump,dump,v,NA,TRUE,29,action_words,verbs
dump,dump,dump,part,NA,TRUE,29,action_words,verbs
eating,eat,eat,v,NA,TRUE,20,action_words,verbs
eating,eat,eat,part,NA,TRUE,20,action_words,verbs
eating,eat,eat,n,gerund,TRUE,20,action_words,verbs
eating,eating,NA,NA,NA,FALSE,NA,NA,NA
fiddle,fiddle,fiddle,n,NA,FALSE,NA,NA,NA
fox,fox,fox,n,NA,FALSE,NA,NA,NA
gentle,gentle,gentle,adj,NA,TRUE,28,descriptive_words,adjectives
gentle,gentle,gentle,adv,NA,TRUE,28,descriptive_words,adjectives
ghost,ghost,ghost,n,NA,FALSE,NA,NA,NA
giving,give,give,v,NA,TRUE,25,action_words,verbs
giving,give,give,part,NA,TRUE,25,action_words,verbs
giving,give,give,n,gerund,TRUE,25,action_words,verbs
giving,giving,NA,NA,NA,FALSE,NA,NA,NA
glass,glass,glass,n,NA,TRUE,25,household,nouns
jolly,jolly,jolly,adj,NA,FALSE,NA,NA,NA
love,love,love,v,NA,TRUE,23,action_words,verbs
love,love,love,n,NA,TRUE,23,action_words,verbs
love,love,love,adj,NA,TRUE,23,action_words,verbs
love,love,love,part,NA,TRUE,23,action_words,verbs
mailbox,mailbox,mail+box,n,NA,FALSE,NA,NA,NA
meatball,meatball,meatball,n,NA,FALSE,NA,NA,NA
mop,mop,mop,n,NA,TRUE,29,household,nouns
necklace,necklace,necklace,n,NA,TRUE,26,clothing,nouns
olives,olive,olive,adj,NA,FALSE,NA,NA,NA
olives,olive,olive,n,NA,FALSE,NA,NA,NA
onto,onto,onto,prep,NA,FALSE,NA,NA,NA
our,our,our,det,poss,TRUE,NA,pronouns,function_words
oven,oven,oven,n,NA,TRUE,27,furniture_rooms,nouns
peel,peel,peel,v,NA,FALSE,NA,NA,NA
peel,peel,peel,n,NA,FALSE,NA,NA,NA
peel,peel,peel,part,NA,FALSE,NA,NA,NA
placemat,placemat,placemat,n,NA,FALSE,NA,NA,NA
poor,poor,poor,adj,NA,TRUE,NA,descriptive_words,adjectives
pretzels,pretzel,pretzel,n,NA,TRUE,26,food_drink,nouns
pretzels,pretzels,NA,NA,NA,FALSE,NA,NA,NA
rolled,roll,roll,v,NA,FALSE,NA,NA,NA
rolled,roll,roll,n,NA,FALSE,NA,NA,NA
rolled,roll,roll,part,NA,FALSE,NA,NA,NA
rolled,rolled,NA,NA,NA,FALSE,NA,NA,NA
shake,shake,shake,n,NA,TRUE,27,action_words,verbs
shake,shake,shake,v,NA,TRUE,27,action_words,verbs
shake,shake,shake,part,NA,TRUE,27,action_words,verbs
shake,shake,shake,adj,NA,TRUE,27,action_words,verbs
shopping,shopping,NA,NA,NA,TRUE,26,games_routines,other
shopping,shop,shop,n,gerund,FALSE,NA,NA,NA
shopping,shop,shop,part,NA,FALSE,NA,NA,NA
sneezed,sneeze,sneeze,v,NA,FALSE,NA,NA,NA
sneezed,sneeze,sneeze,n,NA,FALSE,NA,NA,NA
sneezed,sneeze,sneeze,adj,NA,FALSE,NA,NA,NA
sneezed,sneeze,sneeze,part,NA,FALSE,NA,NA,NA
spaghetti,spaghetti,spaghetti,n,NA,FALSE,NA,NA,NA
taste,taste,taste,v,NA,TRUE,28,action_words,verbs
taste,taste,taste,n,NA,TRUE,28,action_words,verbs
taste,taste,taste,adj,NA,TRUE,28,action_words,verbs
taste,taste,taste,part,NA,TRUE,28,action_words,verbs
thumb,thumb,thumb,n,NA,FALSE,NA,NA,NA
tiny,tiny,tiny,adj,NA,TRUE,30,descriptive_words,adjectives
tonight,tonight,tonight,adv,tem,TRUE,30,time_words,other
trapezoid,trapezoid,trapezoid,n,NA,FALSE,NA,NA,NA
watching,watch,watch,n,NA,FALSE,NA,NA,NA
watching,watch,watch,v,NA,FALSE,NA,NA,NA
watching,watch,watch,part,NA,FALSE,NA,NA,NA
watching,watching,NA,NA,NA,FALSE,NA,NA,NA
wish,wish,wish,n,NA,TRUE,NA,action_words,verbs
wish,wish,wish,v,NA,TRUE,NA,action_words,verbs
christmases,christmases,christmases,n,prop,FALSE,NA,NA,NA
wag,wag,wag,n,prop,FALSE,NA,NA,NA
wag,wag,wag,part,NA,FALSE,NA,NA,NA
wag,wag,wag,v,NA,FALSE,NA,NA,NA
beaches,beach,beach,n,NA,TRUE,26,places,other
beetle,beetle,beetle,n,NA,FALSE,NA,NA,NA
being,be,be,aux,NA,TRUE,30,helping_verbs,function_words
being,be,be,cop,NA,TRUE,30,helping_verbs,function_words
being,be,be,part,NA,TRUE,30,helping_verbs,function_words
being,be,be,n,gerund,TRUE,30,helping_verbs,function_words
being,being,being,n,NA,FALSE,NA,NA,NA
called,call,call,part,NA,FALSE,NA,NA,NA
called,call,call,v,NA,FALSE,NA,NA,NA
called,call,call,n,NA,FALSE,NA,NA,NA
called,called,NA,NA,NA,FALSE,NA,NA,NA
cheap,cheap,cheap,adj,NA,FALSE,NA,NA,NA
computer,computer,NA,NA,NA,FALSE,NA,NA,NA
cowboy,cowboy,cow+boy,n,NA,TRUE,30,people,other
dolphin,dolphin,dolphin,n,NA,FALSE,NA,NA,NA
drum,drum,drum,n,NA,FALSE,NA,NA,NA
drum,drum,drum,part,NA,FALSE,NA,NA,NA
fine,fine,fine,adj,NA,TRUE,30,descriptive_words,adjectives
fine,fine,fine,adv,NA,TRUE,30,descriptive_words,adjectives
fine,fine,fine,n,NA,TRUE,30,descriptive_words,adjectives
fine,fines,NA,NA,NA,FALSE,NA,NA,NA
forget,forget,forget,v,NA,FALSE,NA,NA,NA
french,french,french,adj,NA,FALSE,NA,NA,NA
fries,fry,fry,n,NA,FALSE,NA,NA,NA
fries,fry,fry,part,NA,FALSE,NA,NA,NA
fries,fry,fry,v,NA,FALSE,NA,NA,NA
gets,get,get,aux,NA,TRUE,24,action_words,verbs
gets,get,get,v,NA,TRUE,24,action_words,verbs
gets,get,get,part,NA,TRUE,24,action_words,verbs
gets,get,get,n,gerund,TRUE,24,action_words,verbs
has,have,have,v,NA,TRUE,26,action_words,verbs
has,have,have,mod,aux,TRUE,26,action_words,verbs
has,have,have,aux,NA,TRUE,26,action_words,verbs
has,have,have,part,NA,TRUE,26,action_words,verbs
has,have,have,n,gerund,TRUE,26,action_words,verbs
has,has,NA,NA,NA,FALSE,NA,NA,NA
kissy,kissy,NA,NA,NA,FALSE,NA,NA,NA
lens,lens,lens,n,NA,FALSE,NA,NA,NA
lobster,lobster,lobster,n,NA,FALSE,NA,NA,NA
lot,lot,lot,n,NA,FALSE,NA,NA,NA
maracas,maraca,maraca,n,NA,FALSE,NA,NA,NA
night,night,night,n,NA,TRUE,24,time_words,other
noses,nose,nose,n,NA,TRUE,17,body_parts,nouns
nothing,nothing,nothing,pro,indef,FALSE,NA,NA,NA
nuggets,nugget,nugget,n,NA,FALSE,NA,NA,NA
nuggets,nuggets,NA,NA,NA,FALSE,NA,NA,NA
nurse,nurse,nurse,n,NA,TRUE,NA,people,other
nurse,nurse,nurse,part,NA,TRUE,NA,people,other
nurse,nurse,nurse,v,NA,TRUE,NA,people,other
ocean,ocean,ocean,n,NA,FALSE,NA,NA,NA
park,park,park,n,NA,TRUE,23,places,other
park,park,park,part,NA,TRUE,23,places,other
park,park,park,v,NA,TRUE,23,places,other
peeking,peek,peek,part,NA,FALSE,NA,NA,NA
peeking,peek,peek,n,NA,FALSE,NA,NA,NA
peeking,peek,peek,v,NA,FALSE,NA,NA,NA
peeking,peeking,NA,NA,NA,FALSE,NA,NA,NA
piano,piano,piano,n,NA,FALSE,NA,NA,NA
popped,pop,pop,n,NA,FALSE,NA,NA,NA
popped,pop,pop,v,NA,FALSE,NA,NA,NA
popped,pop,pop,part,NA,FALSE,NA,NA,NA
popped,popped,NA,NA,NA,FALSE,NA,NA,NA
prices,price,price,n,NA,FALSE,NA,NA,NA
prices,price,price,v,NA,FALSE,NA,NA,NA
skinny,skinny,NA,NA,NA,FALSE,NA,NA,NA
sleeps,sleep,sleep,adj,NA,TRUE,23,action_words,verbs
sleeps,sleep,sleep,v,NA,TRUE,23,action_words,verbs
sleeps,sleep,sleep,n,NA,TRUE,23,action_words,verbs
sleeps,sleep,sleep,part,NA,TRUE,23,action_words,verbs
slots,slot,slot,n,NA,FALSE,NA,NA,NA
soda,soda,soda,n,NA,TRUE,26,food_drink,nouns
splash,splash,splash,part,NA,TRUE,25,action_words,verbs
splash,splash,splash,n,NA,TRUE,25,action_words,verbs
splash,splash,splash,v,NA,TRUE,25,action_words,verbs
stripes,stripe,stripe,n,NA,FALSE,NA,NA,NA
stripes,stripe,stripe,v,NA,FALSE,NA,NA,NA
stripes,stripe,stripe,part,NA,FALSE,NA,NA,NA
stroller,stroller,NA,NA,NA,TRUE,25,vehicles,nouns
taking,take,take,v,NA,TRUE,27,action_words,verbs
taking,take,take,part,NA,TRUE,27,action_words,verbs
taking,take,take,n,gerund,TRUE,27,action_words,verbs
taking,taking,NA,NA,NA,FALSE,NA,NA,NA
talk,talk,talk,n,NA,TRUE,26,action_words,verbs
talk,talk,talk,part,NA,TRUE,26,action_words,verbs
talk,talk,talk,v,NA,TRUE,26,action_words,verbs
tambourine,tambourine,tambourine,n,NA,FALSE,NA,NA,NA
tubby,tubby,tubby,adj,NA,FALSE,NA,NA,NA
waters,water,water,n,NA,FALSE,NA,NA,NA
waters,water,water,part,NA,FALSE,NA,NA,NA
waters,water,water,v,NA,FALSE,NA,NA,NA
waters,water,water,adj,NA,FALSE,NA,NA,NA
waves,wave,wave,n,NA,FALSE,NA,NA,NA
waves,wave,wave,part,NA,FALSE,NA,NA,NA
waves,wave,wave,adj,NA,FALSE,NA,NA,NA
waves,wave,wave,v,NA,FALSE,NA,NA,NA
wings,wing,wing,n,NA,FALSE,NA,NA,NA
wings,wing,wing,v,NA,FALSE,NA,NA,NA
betsy,betsy,betsy,n,prop,FALSE,NA,NA,NA
betsy,betsy ,NA,NA,NA,FALSE,NA,NA,NA
po,po,po,n,prop,FALSE,NA,NA,NA
timmy,timmy,timmy,n,prop,FALSE,NA,NA,NA
add,add,add,v,NA,FALSE,NA,NA,NA
add,add,add,adj,NA,FALSE,NA,NA,NA
angry,angry,angry,adj,NA,FALSE,NA,NA,NA
anymore,anymore,anymore,adv,NA,FALSE,NA,NA,NA
boohoo,boohoo,boohoo,co,NA,FALSE,NA,NA,NA
bounce,bounce,bounce,n,NA,FALSE,NA,NA,NA
bounce,bounce,bounce,adj,NA,FALSE,NA,NA,NA
bounce,bounce,bounce,v,NA,FALSE,NA,NA,NA
bounce,bounce,bounce,part,NA,FALSE,NA,NA,NA
chip,chips,chip,n,NA,TRUE,24,food_drink,nouns
chip,chip,chip,v,NA,FALSE,NA,NA,NA
clementines,clementine,clementine,n,NA,FALSE,NA,NA,NA
crying,cry,cry,v,NA,TRUE,23,action_words,verbs
crying,cry,cry,part,NA,TRUE,23,action_words,verbs
crying,crying,NA,NA,NA,FALSE,NA,NA,NA
dry,dry,dry,v,NA,FALSE,NA,NA,NA
dry,dry,dry,adj,NA,FALSE,NA,NA,NA
dry,dry,dry,part,NA,FALSE,NA,NA,NA
eats,eat,eat,v,NA,TRUE,20,action_words,verbs
eats,eat,eat,part,NA,TRUE,20,action_words,verbs
eats,eat,eat,n,gerund,TRUE,20,action_words,verbs
eats,eats,NA,NA,NA,FALSE,NA,NA,NA
erase,erase,erase,v,NA,FALSE,NA,NA,NA
erase,erase,erase,n,NA,FALSE,NA,NA,NA
erase,erase,erase,part,NA,FALSE,NA,NA,NA
froggy,froggy,NA,NA,NA,FALSE,NA,NA,NA
fruits,fruit,fruit,n,NA,FALSE,NA,NA,NA
goodness,goodness,goodness,co,NA,FALSE,NA,NA,NA
gorillas,gorilla,gorilla,n,NA,FALSE,NA,NA,NA
grain,grain,grain,n,NA,FALSE,NA,NA,NA
hays,hay,hay,n,NA,FALSE,NA,NA,NA
jellyfish,jellyfish,jelly+fish,n,NA,FALSE,NA,NA,NA
mittens,mittens,mitten,n,NA,TRUE,28,clothing,nouns
monkey,monkey,monkey,n,NA,TRUE,21,animals,nouns
monkeys,monkey,monkey,n,NA,TRUE,21,animals,nouns
mud,mud,mud,n,NA,FALSE,NA,NA,NA
mud,mud,mud,adj,NA,FALSE,NA,NA,NA
pictures,picture,picture,n,NA,TRUE,24,household,nouns
pictures,picture,picture,v,NA,TRUE,24,household,nouns
piggy,piggy,NA,NA,NA,FALSE,NA,NA,NA
puddle,puddle,puddle,n,NA,FALSE,NA,NA,NA
raindrop,raindrop,raindrop,n,NA,FALSE,NA,NA,NA
raining,rain,rain,n,NA,TRUE,22,outside,nouns
raining,rain,rain,part,NA,TRUE,22,outside,nouns
raining,rain,rain,adj,NA,TRUE,22,outside,nouns
raining,rain,rain,v,NA,TRUE,22,outside,nouns
raining,raining,NA,NA,NA,FALSE,NA,NA,NA
scooter,scooter,scooter,n,NA,FALSE,NA,NA,NA
snow,snow,snow,n,NA,TRUE,25,outside,nouns
snow,snow,snow,v,NA,TRUE,25,outside,nouns
snow,snow,snow,part,NA,TRUE,25,outside,nouns
snow,snow,snow,adj,NA,TRUE,25,outside,nouns
sunshine,sunshine,sunshine,n,NA,FALSE,NA,NA,NA
surprise,surprise,surprise,part,NA,FALSE,NA,NA,NA
surprise,surprise,surprise,n,NA,FALSE,NA,NA,NA
surprise,surprise,surprise,adj,NA,FALSE,NA,NA,NA
tart,tart,tart,n,NA,FALSE,NA,NA,NA
tears,tear,tear,n,NA,TRUE,29,action_words,verbs
tears,tear,tear,v,NA,TRUE,29,action_words,verbs
tears,tear,tear,part,NA,TRUE,29,action_words,verbs
thirsty,thirsty,NA,NA,NA,TRUE,26,descriptive_words,adjectives
urchin,urchin,urchin,n,NA,FALSE,NA,NA,NA
yummy,yum yum,yum,adj,NA,TRUE,16,sounds,other
cheryl,cheryl,cheryl,n,prop,FALSE,NA,NA,NA
stella,stella,stella,n,prop,FALSE,NA,NA,NA
uncle,uncle,uncle,n,prop,TRUE,26,people,other
adorable,adorable,NA,NA,NA,FALSE,NA,NA,NA
aunt,aunt,aunt,n,NA,TRUE,25,people,other
beautiful,beautiful,beautiful,adj,NA,FALSE,NA,NA,NA
beets,beet,beet,n,NA,FALSE,NA,NA,NA
bottom,bottom,bottom,n,NA,FALSE,NA,NA,NA
bottom,bottom,bottom,adj,NA,FALSE,NA,NA,NA
bottom,bottom,bottom,v,NA,FALSE,NA,NA,NA
broccoli,broccoli,broccoli,n,NA,FALSE,NA,NA,NA
bundle,bundle,bundle,n,NA,FALSE,NA,NA,NA
chinese,chinese,chinese,adj,NA,FALSE,NA,NA,NA
clue,clue,clue,n,NA,FALSE,NA,NA,NA
clues,clue,clue,n,NA,FALSE,NA,NA,NA
coat,coat,coat,n,NA,TRUE,23,clothing,nouns
crawling,crawl,crawl,part,NA,FALSE,NA,NA,NA
crawling,crawl,crawl,n,NA,FALSE,NA,NA,NA
crawling,crawling,NA,NA,NA,FALSE,NA,NA,NA
dip,dip,dip,n,NA,FALSE,NA,NA,NA
dip,dip,dip,v,NA,FALSE,NA,NA,NA
dip,dip,dip,part,NA,FALSE,NA,NA,NA
dropped,drop,drop,n,NA,TRUE,26,action_words,verbs
dropped,drop,drop,v,NA,TRUE,26,action_words,verbs
dropped,drop,drop,part,NA,TRUE,26,action_words,verbs
dropped,dropped,NA,NA,NA,FALSE,NA,NA,NA
feathers,feather,feather,n,NA,FALSE,NA,NA,NA
foot,foot,foot,n,NA,TRUE,21,body_parts,nouns
freezing,freezing,NA,NA,NA,FALSE,NA,NA,NA
freezing,freeze,freeze,part,NA,FALSE,NA,NA,NA
freezing,freeze,freeze,n,NA,FALSE,NA,NA,NA
freezing,freeze,freeze,v,NA,FALSE,NA,NA,NA
from,from,from,prep,NA,FALSE,NA,NA,NA
fry,french fries,fry,n,NA,TRUE,23,food_drink,nouns
fry,fry,fry,part,NA,FALSE,NA,NA,NA
fry,fry,fry,v,NA,FALSE,NA,NA,NA
helping,help,help,v,NA,TRUE,23,action_words,verbs
helping,help,help,n,NA,TRUE,23,action_words,verbs
helping,help,help,co,NA,TRUE,23,action_words,verbs
helping,help,help,part,NA,TRUE,23,action_words,verbs
helping,helping,NA,NA,NA,FALSE,NA,NA,NA
huge,huge,huge,adj,NA,FALSE,NA,NA,NA
icky,icky,icky,co,NA,FALSE,NA,NA,NA
jingle,jingle,jingle,v,NA,FALSE,NA,NA,NA
later,later,later,adv,NA,TRUE,28,time_words,other
later,late,late,adj,NA,FALSE,NA,NA,NA
march,march,march,n,NA,FALSE,NA,NA,NA
march,march,march,part,NA,FALSE,NA,NA,NA
march,march,march,v,NA,FALSE,NA,NA,NA
marching,march,march,n,NA,FALSE,NA,NA,NA
marching,march,march,part,NA,FALSE,NA,NA,NA
marching,march,march,v,NA,FALSE,NA,NA,NA
marching,marching,NA,NA,NA,FALSE,NA,NA,NA
onions,onion,onion,n,NA,FALSE,NA,NA,NA
ouch,ouch,ouch,co,NA,TRUE,17,sounds,other
ouch,ouch,ouch,n,NA,TRUE,17,sounds,other
paintbrush,paintbrush,paint+brush,n,NA,FALSE,NA,NA,NA
painting,painting,NA,NA,NA,FALSE,NA,NA,NA
painting,paint,paint,n,NA,FALSE,NA,NA,NA
painting,paint,paint,v,NA,FALSE,NA,NA,NA
painting,paint,paint,part,NA,FALSE,NA,NA,NA
peach,peach,peach,n,NA,FALSE,NA,NA,NA
pockets,pocket,pocket,n,NA,FALSE,NA,NA,NA
pockets,pocket,pocket,v,NA,FALSE,NA,NA,NA
reds,red,red,adj,NA,TRUE,24,descriptive_words,adjectives
reds,red,red,n,NA,TRUE,24,descriptive_words,adjectives
ringing,ring,ring,n,NA,FALSE,NA,NA,NA
ringing,ring,ring,part,NA,FALSE,NA,NA,NA
ringing,ring,ring,v,NA,FALSE,NA,NA,NA
ringing,ringing,NA,NA,NA,FALSE,NA,NA,NA
scoot,scoot,scoot,v,NA,FALSE,NA,NA,NA
seed,seed,seed,n,NA,FALSE,NA,NA,NA
seed,seed,seed,v,NA,FALSE,NA,NA,NA
shade,shade,shade,n,NA,FALSE,NA,NA,NA
sings,sing,sing,v,NA,TRUE,24,action_words,verbs
sings,sing,sing,part,NA,TRUE,24,action_words,verbs
sings,sing,sing,n,gerund,TRUE,24,action_words,verbs
sleigh,sleigh,sleigh,n,NA,FALSE,NA,NA,NA
sound,sound,sound,n,NA,FALSE,NA,NA,NA
sound,sound,sound,adj,NA,FALSE,NA,NA,NA
sound,sound,sound,v,NA,FALSE,NA,NA,NA
spots,spot,spot,n,NA,FALSE,NA,NA,NA
spots,spot,spot,adj,NA,FALSE,NA,NA,NA
spots,spot,spot,v,NA,FALSE,NA,NA,NA
stripe,stripe,stripe,n,NA,FALSE,NA,NA,NA
stripe,stripe,stripe,v,NA,FALSE,NA,NA,NA
stripe,stripe,stripe,part,NA,FALSE,NA,NA,NA
swinging,swing,swing,n,NA,FALSE,NA,NA,NA
swinging,swing,swing,part,NA,FALSE,NA,NA,NA
swinging,swing,swing,v,NA,FALSE,NA,NA,NA
swinging,swinging,NA,NA,NA,FALSE,NA,NA,NA
tired,tired,NA,NA,NA,TRUE,26,descriptive_words,adjectives
tired,tire,tire,part,NA,FALSE,NA,NA,NA
tired,tire,tire,v,NA,FALSE,NA,NA,NA
tired,tire,tire,n,NA,FALSE,NA,NA,NA
today,today,today,adv,tem,TRUE,29,time_words,other
walking,walk,walk,n,NA,TRUE,22,action_words,verbs
walking,walk,walk,part,NA,TRUE,22,action_words,verbs
walking,walk,walk,v,NA,TRUE,22,action_words,verbs
walking,walking,NA,NA,NA,FALSE,NA,NA,NA
wiggling,wiggle,wiggle,v,NA,FALSE,NA,NA,NA
wiggling,wiggle,wiggle,n,prop,FALSE,NA,NA,NA
wiggling,wiggle,wiggle,part,NA,FALSE,NA,NA,NA
wiggling,wiggle,wiggle,adj,NA,FALSE,NA,NA,NA
wiggling,wiggling,NA,NA,NA,FALSE,NA,NA,NA
wonderful,wonderful,NA,NA,NA,FALSE,NA,NA,NA
zucchinis,zucchini,zucchini,n,NA,FALSE,NA,NA,NA
bang,bang,bang,n,NA,FALSE,NA,NA,NA
bang,bang,bang,v,NA,FALSE,NA,NA,NA
bang,bang,bang,part,NA,FALSE,NA,NA,NA
barber,barber,barber,n,NA,FALSE,NA,NA,NA
chairs,chair,chair,n,NA,TRUE,21,furniture_rooms,nouns
cheeseburger,cheeseburger,cheese+burger,n,NA,FALSE,NA,NA,NA
chickens,chicken,chicken,n,NA,FALSE,NA,NA,NA
chickens,chicken,chicken,v,NA,FALSE,NA,NA,NA
choice,choice,choice,n,NA,FALSE,NA,NA,NA
fabulous,fabulous,fabulous,adj,NA,FALSE,NA,NA,NA
firemen,fireman,fire+man,n,NA,FALSE,NA,NA,NA
haircut,haircut,hair+cut,n,NA,FALSE,NA,NA,NA
hairs,hair,hair,n,NA,TRUE,20,body_parts,nouns
hairs,hair,hair,adj,NA,TRUE,20,body_parts,nouns
imagination,imagination,imagination,n,NA,FALSE,NA,NA,NA
